cod_cidade;cidade
160010;Amapá
160020;Calçoene
160021;Cutias
160023;Ferreira Gomes
160025;Itaubal
160027;Laranjal do Jari
160030;Macapá
160040;Mazagão
160050;Oiapoque
160015;Pedra Branca do Amapari
160053;Porto Grande
160055;Pracuúba
160060;Santana
160005;Serra do Navio
160070;Tartarugalzinho
160080;Vitória do Jari
