cod_cidade;cidade
120001;Acrelândia
120005;Assis Brasil
120010;Brasiléia
120013;Bujari
120017;Capixaba
120020;Cruzeiro do Sul
120025;Epitaciolândia
120030;Feijó
120032;Jordão
120033;Mâncio Lima
120034;Manoel Urbano
120035;Marechal Thaumaturgo
120038;Plácido de Castro
120080;Porto Acre
120039;Porto Walter
120040;Rio Branco
120042;Rodrigues Alves
120043;Santa Rosa do Purus
120050;Sena Madureira
120045;Senador Guiomard
120060;Tarauacá
120070;Xapuri
