cod_cidade;cidade
140005;Alto Alegre
140002;Amajari
140010;Boa Vista
140015;Bonfim
140017;Cantá
140020;Caracaraí
140023;Caroebe
140028;Iracema
140030;Mucajaí
140040;Normandia
140045;Pacaraima
140047;Rorainópolis
140050;São João da Baliza
140060;São Luiz
140070;Uiramutã
